epoch,loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
1,0.46629253029823303,0.857785165309906,0.9940434694290161,0.4694698452949524,0.8622137904167175,0.9986698031425476,0.0002500000118743628
2,0.46459394693374634,0.8557912707328796,0.9929913878440857,0.4700748920440674,0.8630640506744385,1.0004292726516724,0.0002500000118743628
3,0.46349194645881653,0.854671061038971,0.9923285841941833,0.4699420630931854,0.863389790058136,1.0007020235061646,0.0002500000118743628
4,0.4614992141723633,0.85260009765625,0.9904837012290955,0.47008147835731506,0.8636632561683655,1.0013717412948608,0.0001250000059371814
5,0.4604750871658325,0.8514946103096008,0.9896919131278992,0.4704994261264801,0.8640789985656738,1.0023233890533447,0.0001250000059371814
6,0.4600348472595215,0.8508538007736206,0.989558756351471,0.47076621651649475,0.8640584945678711,1.0030261278152466,0.0001250000059371814
7,0.4584548771381378,0.8491702079772949,0.9878019690513611,0.4710540473461151,0.8644956946372986,1.0036226511001587,6.25000029685907e-05
8,0.45837047696113586,0.8491398096084595,0.987919270992279,0.47098222374916077,0.8645339012145996,1.0036189556121826,6.25000029685907e-05
