cluster,listing_count,mean_price,median_price,mean_service_fee,mean_minimum_nights,mean_reviews
0,48672,913.7310157790927,914.0,182.5821211374096,8.129211867192636,27.52120315581854
1,49122,339.8393998615692,341.0,68.0877203696918,8.219473962786532,27.366638166198445
